,feature_importance
Perovskite_deposition_thermal_annealing_temperature_175.0,2.6865024262764884e-05
HTL_stack_sequence_XY1,2.6813952317418993e-05
ETL_additives_concentrations_6 wt%,2.6749921707773907e-05
Perovskite_band_gap_2.31,2.6737097574031993e-05
ETL_deposition_solvents_ a-Terpineol >> Ethanol,2.6685550052173524e-05
max_polarizability(A^3),2.660625663646574e-05
HTL_stack_sequence_PIF8-TAA,2.6557267643517964e-05
HTL_stack_sequence_Carbon; NiS,2.65539657036934e-05
Perovskite_deposition_thermal_annealing_temperature_125.0; 100.0,2.6550178129454544e-05
min_Allred-Rockow_electronegativity,2.6480113601690565e-05
Perovskite_deposition_after_treatment_of_formed_perovskite_Laser annealing,2.6472776568578814e-05
Substrate_stack_sequence_ Au-np; Graphene; TFSA,2.6469978982127234e-05
ETL_stack_sequence_ MgZnO,2.6427244199511066e-05
HTL_stack_sequence_P3CT-N,2.6317091587571984e-05
HTL_deposition_aggregation_state_of_reactants_Gas,2.6310254912294226e-05
ETL_additives_compounds_ Li-FTSI,2.6309807054257105e-05
ETL_deposition_procedure_Hydrothermal ,2.6307054951962913e-05
Encapsulation_stack_sequence_PMMA,2.6233341370566713e-05
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 85.0,2.6231559754179785e-05
Perovskite_additives_compounds_5F-PCDM-60,2.6220659298382063e-05
Perovskite_deposition_synthesis_atmosphere_relative_humidity_25 >> 25,2.6190296313979133e-05
Cell_area_total_0.12,2.618648897148898e-05
Perovskite_additives_concentrations_100 mol%,2.6169381390924162e-05
HTL_stack_sequence_CoPcNO2-OPh,2.6147712626220765e-05
HTL_stack_sequence_X23,2.61417602814228e-05
Cell_number_of_cells_per_substrate_20,2.613204364556961e-05
HTL_stack_sequence_Cu2ZnSn4-np,2.6118740357359762e-05
HTL_stack_sequence_Porphyrin-H1,2.608960235169535e-05
Perovskite_pl_max_783.0,2.6081530950266273e-05
ETL_stack_sequence_ Au@TiO2-np; TiO2-mp,2.607168391471529e-05
Perovskite_deposition_thermal_annealing_temperature_100; 120,2.601744455864383e-05
ETL_additives_compounds_Li-TFSI,2.5998485619179544e-05
HTL_stack_sequence_PDMS,2.593539255056514e-05
Perovskite_additives_compounds_PbSCN2,2.5931289522967683e-05
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 130.0,2.591697706235139e-05
Perovskite_composition_none_stoichiometry_components_in_excess_CsI,2.5828861990075446e-05
Perovskite_deposition_quenching_media_liquid N2; N2,2.581479207039153e-05
HTL_stack_sequence_Carbozole @ S12,2.58105088691065e-05
Perovskite_deposition_thermal_annealing_temperature_33.0,2.5802266602642487e-05
HTL_stack_sequence_Co-Porphyrin,2.5795366103739324e-05
Perovskite_deposition_thermal_annealing_temperature_70 >> Unknown,2.5788980098217755e-05
Backcontact_stack_sequence_ Cu ,2.578877745345091e-05
Perovskite_additives_compounds_MACl,2.5774560704964654e-05
Perovskite_deposition_thermal_annealing_temperature_75 >> 75; 70,2.573665948130594e-05
Perovskite_deposition_thermal_annealing_temperature_90.0 >> 70.0,2.5728059360007888e-05
HTL_additives_compounds_Li-TFSI; PMo11V; TBP,2.57165115080591e-05
HTL_stack_sequence_COTT-1,2.5687182369782724e-05
Perovskite_additives_compounds_Cl; NH4I,2.5636087433196726e-05
Perovskite_deposition_quenching_media_Petroleum ether,2.5628942344817944e-05
Perovskite_deposition_solvent_annealing_solvent_atmosphere_Chlorobenzene,2.5604424084221313e-05
Perovskite_deposition_solvents_DMF; DMSO >> IPA >> IPA,2.5552469507338046e-05
HTL_stack_sequence_SY1,2.5550985254067518e-05
ETL_deposition_procedure_ Sputtering,2.5544001160718533e-05
Perovskite_additives_concentrations_20; 10,2.549563087486981e-05
Perovskite_additives_concentrations_0.15; 0.15,2.549024496509904e-05
ETL_deposition_synthesis_atmosphere_N2 ,2.5484119698036332e-05
Perovskite_deposition_thermal_annealing_temperature_50,2.5482203046989837e-05
HTL_stack_sequence_ PEI-HI,2.54137009165256e-05
Perovskite_deposition_thermal_annealing_temperature_50; 60; 70; 80; 90; 100,2.539197947665234e-05
Perovskite_deposition_solvents_H2O >> Hexane; IPA,2.537213501497157e-05
Backcontact_deposition_procedure_Candle burning >> Lamination,2.5369205746479438e-05
Perovskite_additives_compounds_PCBM-70,2.5366061524270864e-05
HTL_additives_concentrations_520 mg/ml; 334 mol%,2.5364704482916196e-05
Perovskite_additives_compounds_Carbon-QDs,2.53432723616805e-05
Perovskite_band_gap_1.72,2.5331768730201015e-05
Perovskite_deposition_thermal_annealing_temperature_250 ,2.5305410720670804e-05
HTL_stack_sequence_SiTP-OMeTPA,2.529534102712623e-05
Perovskite_deposition_solvents_2-methoxyethanol,2.529441988051165e-05
Perovskite_additives_compounds_Ag@SiO2-nw,2.5193893348694107e-05
Perovskite_deposition_after_treatment_of_formed_perovskite_UV radiation,2.5180230963746984e-05
Perovskite_additives_compounds_Cl; PNVF-NVEE Microgels,2.515568458869561e-05
Perovskite_deposition_thermal_annealing_temperature_90.0; 100.0,2.509552260080982e-05
Perovskite_additives_compounds_Cl; ICBA,2.5073326725959864e-05
Substrate_stack_sequence_ PEDOT:PSS,2.503793998982624e-05
HTL_stack_sequence_Zn-Chl,2.5032161377683935e-05
Perovskite_deposition_synthesis_atmosphere_Air >> Air; MAI,2.4932169850064875e-05
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.7,2.491656939075011e-05
HTL_stack_sequence_ CuSCN,2.4899864394740874e-05
Perovskite_deposition_solvents_mixing_ratios_17; 3 >> 1,2.4884809427441964e-05
Perovskite_deposition_thermal_annealing_time_5.0 >> 45.0,2.4859916782431373e-05
Perovskite_deposition_thermal_annealing_time_30.0; Unknown,2.4857468568325666e-05
Perovskite_deposition_synthesis_atmosphere_relative_humidity_65 >> 65,2.4853298075292104e-05
Perovskite_additives_concentrations_0.042,2.4841022208864144e-05
ETL_additives_compounds_ F127,2.4788822159288434e-05
HTL_stack_sequence_Asy-PBTBDT,2.4787352032438795e-05
HTL_stack_sequence_S5,2.478332069701912e-05
Perovskite_deposition_procedure_Spin-coating >> Evaporation,2.478154807620545e-05
ETL_deposition_procedure_ Electrodeposition,2.4768410250577075e-05
Perovskite_additives_compounds_Polyvinylbutyral,2.475680522596335e-05
HTL_stack_sequence_DBTMT,2.4739614456152447e-05
Substrate_stack_sequence_ Cu,2.4716491630427397e-05
Perovskite_deposition_solvent_annealing_temperature_Unknown,2.4683865803332217e-05
ETL_deposition_solvents_Dichlorobenzene ,2.468378116149465e-05
Perovskite_additives_concentrations_0.9,2.4671054939432355e-05
Perovskite_deposition_thermal_annealing_time_60.0; 60.0,2.4652643258218244e-05
HTL_stack_sequence_HTM-M1,2.4638847409192185e-05
Perovskite_composition_c_ions_coefficients_0.30; 2.70,2.4603997876482113e-05
Perovskite_additives_concentrations_6.0,2.457429304118631e-05
ETL_additives_compounds_ H,2.4560485778798025e-05
Perovskite_composition_a_ions_coefficients_0.3; 0.7,2.4496574235233664e-05
Backcontact_deposition_substrate_temperature_25,2.4495577613767477e-05
Perovskite_deposition_procedure_Slot-die coating >> CBD,2.449211409434676e-05
Perovskite_deposition_thermal_annealing_temperature_80; 100,2.449124284912744e-05
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 50.0,2.4489331173594996e-05
Add_lay_front_stack_sequence_Unknown,2.4488627228946082e-05
HTL_deposition_procedure_Air brush spray,2.4449655430979895e-05
HTL_deposition_solvents_Water,2.443413638510045e-05
Perovskite_deposition_thermal_annealing_time_Unknown >> 2.0,2.4429537732925647e-05
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 95.0,2.439661209237969e-05
ETL_stack_sequence_ TIPD,2.4344432252354677e-05
Perovskite_deposition_quenching_media_additives_compounds_PCBM-60,2.4330493155009707e-05
Perovskite_additives_compounds_Cl; MAAc,2.4311522356132515e-05
Perovskite_single_crystal_False,2.4306517747408664e-05
Perovskite_deposition_thermal_annealing_time_Unknown >> 0.333333333,2.4299537701352077e-05
HTL_deposition_solvents_none,2.4241947824481384e-05
Module_area_total_0.12,2.4213043896082085e-05
Backcontact_deposition_synthesis_atmosphere_pressure_partial_0.006 Torr,2.4196175070956335e-05
Perovskite_additives_compounds_5-AVAI,2.4185179457073943e-05
Perovskite_deposition_thermal_annealing_time_20.0 >> 60.0,2.4178802288013003e-05
Perovskite_additives_concentrations_0.5 M,2.4105662725988698e-05
ETL_deposition_procedure_Spray-coating,2.407942092965756e-05
Perovskite_additives_compounds_Cl; TBPI,2.4000388850551422e-05
Perovskite_deposition_solvents_Terpineol,2.3999158040530825e-05
Perovskite_deposition_synthesis_atmosphere_Unknown >> Unknown,2.399165758435287e-05
Perovskite_deposition_procedure_Electrospinning,2.398062613054005e-05
HTL_stack_sequence_Polyacrylonitrile,2.3935861520365173e-05
ETL_stack_sequence_ ZnO-nw ,2.3915576571556284e-05
Perovskite_deposition_thermal_annealing_temperature_100; 150,2.3913578008610026e-05
Perovskite_additives_compounds_Formamide,2.3896148596909886e-05
Add_lay_front_stack_sequence_Mica,2.3882461666272054e-05
Perovskite_composition_a_ions_(PEA); MA,2.3874007278344433e-05
Backcontact_stack_sequence_Graphene,2.3840282721352652e-05
HTL_stack_sequence_2‐aminoterephthalic acid ,2.3817516414697482e-05
HTL_stack_sequence_CuCo2O4,2.3782900271262185e-05
HTL_deposition_procedure_Evaporation >> Oxidation,2.377510609024982e-05
ETL_deposition_reaction_solutions_compounds_Zinc Acetate dehydrate; ethanolamine,2.3746047687737764e-05
ETL_stack_sequence_ ZIF-8,2.3741995641758064e-05
Perovskite_composition_none_stoichiometry_components_in_excess_SnF2; Sn,2.3735585644728685e-05
Perovskite_deposition_thermal_annealing_time_10.0 >> 8.0,2.3733115430055964e-05
ETL_stack_sequence_Polystyrene ,2.3696673465864183e-05
Perovskite_deposition_reaction_solutions_age_Unknown,2.3680181036357655e-05
Perovskite_deposition_thermal_annealing_time_3.0; 12.0,2.365705453780237e-05
HTL_stack_sequence_Oleylamine ,2.3630920488202173e-05
Perovskite_deposition_solvents_mixing_ratios_1; 5,2.3606247540259877e-05
Perovskite_deposition_reaction_solutions_compounds_supplier_Unknown,2.3588571633899634e-05
HTL_deposition_reaction_solutions_temperature_Unknown,2.3558905349233096e-05
Perovskite_pl_max_685.0,2.355142686754971e-05
ETL_stack_sequence_LiF ,2.3543024356967142e-05
ETL_deposition_thermal_annealing_time_Unknown ,2.353046177301786e-05
Substrate_stack_sequence_Mica ,2.3522471340562096e-05
ETL_stack_sequence_ Ag ,2.3504189440683627e-05
Perovskite_pl_max_722.0,2.3501974286165634e-05
Perovskite_additives_concentrations_0.1 wt%,2.3484231371251894e-05
Perovskite_deposition_thermal_annealing_temperature_100; 160,2.345882073636214e-05
Perovskite_additives_compounds_Cl; Fe(acac)3,2.3454513723235534e-05
Perovskite_deposition_thermal_annealing_time_1.0; 25.0,2.3439629293862104e-05
Perovskite_deposition_thermal_annealing_time_Unknown >> 75.0,2.343031085451647e-05
mode_1st_ionization_potential_(kJ/mol),2.3341290543338895e-05
ETL_deposition_reaction_solutions_concentrations_ 0.5 mg/ml,2.3311117175106184e-05
ETL_additives_compounds_Carbon-QDs,2.3240317583643294e-05
HTL_stack_sequence_P5,2.3220431491710006e-05
ETL_deposition_procedure_Substrate vibration assisted dropcasting,2.3211357801042963e-05
Perovskite_band_gap_estimation_basis_Literature,2.3207107347632482e-05
mode_Pauling_Electronegativity,2.3186341969968752e-05
Perovskite_deposition_thermal_annealing_time_30.0 >> 30.0; 30.0,2.317046248011384e-05
Encapsulation_stack_sequence_Surlyn,2.3167386306183965e-05
ETL_additives_concentrations_0.05,2.313841508625469e-05
Perovskite_deposition_thermal_annealing_temperature_50; 150,2.313595866920822e-05
Perovskite_deposition_solvents_DMF; NMP >> IPA,2.31010316198792e-05
HTL_stack_sequence_A102,2.3065235975981696e-05
ETL_stack_sequence_PbZrTiO3,2.3051476648144982e-05
ETL_stack_sequence_ ZrO2,2.2999074361794955e-05
Perovskite_deposition_quenching_media_additives_compounds_Spiro-MeOTAD,2.2965614628456675e-05
Perovskite_additives_concentrations_2.4,2.294932809303541e-05
ETL_deposition_procedure_Screen printing ,2.293487500234099e-05
Perovskite_deposition_thermal_annealing_time_0.25,2.28920668749297e-05
HTL_stack_sequence_PFN; PTPD,2.288138502805727e-05
ETL_stack_sequence_PTO,2.2869386994679125e-05
Perovskite_deposition_solvents_mixing_ratios_10; 9,2.2804869481486878e-05
ETL_deposition_procedure_Electrospraying ,2.2773905524400425e-05
Perovskite_additives_compounds_Cl; Graphene,2.2708730931799936e-05
ETL_additives_concentrations_3.0 mol%,2.268903429512764e-05
ETL_stack_sequence_ TiO2-nc,2.2658337013882312e-05
HTL_stack_sequence_TbT-2,2.2619487687597545e-05
Perovskite_deposition_thermal_annealing_temperature_100 >> 120; 100,2.2617875708097247e-05
HTL_stack_sequence_BTPA-TCNE,2.2607148592796693e-05
Perovskite_deposition_reaction_solutions_volumes_Unknown,2.260701075258406e-05
Backcontact_stack_sequence_Carbon-nt,2.257697187272642e-05
HTL_stack_sequence_ PolyTPD,2.2528819652517427e-05
HTL_stack_sequence_TTE-1,2.2481401523437075e-05
Perovskite_deposition_solvents_mixing_ratios_26; 4,2.246796856593485e-05
Perovskite_deposition_thermal_annealing_time_Unknown >> 720.0,2.2444459489728053e-05
ETL_stack_sequence_ NDI-H,2.2429796635552313e-05
Perovskite_deposition_thermal_annealing_temperature_Unknown >> 90.0; 120.0; 150.0,2.2428664215330035e-05
Perovskite_additives_compounds_TBAI; Cl,2.2425376580622486e-05
Perovskite_deposition_solvents_NMP,2.23644370772623e-05
Backcontact_stack_sequence_Carbon; NiS,2.2363921474535062e-05
Perovskite_deposition_solvents_mixing_ratios_1 >> 1; 2,2.2355028304189486e-05
ETL_additives_compounds_Zn,2.235226984282412e-05
Perovskite_additives_compounds_Adipic acid; Cl,2.231752857981513e-05
Perovskite_additives_concentrations_2 wt.%,2.2295269274920232e-05
Perovskite_deposition_quenching_media_additives_compounds_MACl,2.2287058010254425e-05
HTL_stack_sequence_Spiro p-xylene,2.22741081121897e-05
HTL_stack_sequence_SnS,2.226794872805225e-05
HTL_additives_compounds_Zn,2.224763383529068e-05
Perovskite_storage_relative_humidity_30.0,2.2246592656455538e-05
ETL_stack_sequence_BaCoF4,2.2230763764401532e-05
Backcontact_deposition_procedure_ Spin-coating,2.222485619285305e-05
Perovskite_deposition_thermal_annealing_temperature_60; 70; 80; 90; 100; 100,2.217183945447677e-05
ETL_stack_sequence_ ZnO-nanowells,2.2159829532938307e-05
Perovskite_deposition_quenching_media_additives_compounds_Polyurethane,2.21536028482437e-05
HTL_additives_compounds_CuI; Li-TFSI,2.2149392380473806e-05
Perovskite_deposition_thermal_annealing_temperature_60.0; 80.0,2.213219859069236e-05
Perovskite_deposition_thermal_annealing_temperature_60.0 >> 90.0,2.2097812301685858e-05
HTL_stack_sequence_ZnBChl,2.206192931620249e-05
Perovskite_deposition_thermal_annealing_temperature_50; 100 >> 100,2.1988997314086902e-05
HTL_additives_compounds_CrO3,2.1898271635093704e-05
Perovskite_deposition_thermal_annealing_time_30.0 >> 600.0,2.1888475412196245e-05
Perovskite_deposition_thermal_annealing_time_40.0; 10.0; 10.0; 20.0,2.1861471643535736e-05
ETL_deposition_procedure_Spin-coating >> CBD,2.1857424747634303e-05
Perovskite_additives_concentrations_0.2 wt%,2.181499034072281e-05
ETL_additives_compounds_ nan,2.1808210077525642e-05
Perovskite_composition_a_ions_coefficients_0.05; 0.80; 0.15,2.1785991997864534e-05
ETL_deposition_solvents_Ethanol,2.1784579809724718e-05
Perovskite_deposition_solvents_mixing_ratios_7.7; 1,2.1773228780692073e-05
Perovskite_deposition_quenching_media_p-xylene,2.1751983924654682e-05
Perovskite_pl_max_805.1,2.1738411111392634e-05
HTL_stack_sequence_JY6,2.1719296415798055e-05
Perovskite_additives_compounds_CH2I2,2.1711956490998224e-05
Perovskite_deposition_procedure_Spin-coating ,2.170808056336781e-05
Perovskite_additives_compounds_Cl; DL-lacticacid,2.17076175477035e-05
HTL_additives_compounds_Graphene Oxide,2.1674032740961773e-05
Perovskite_additives_compounds_FeOOH-QDs,2.1602321191420063e-05
ETL_stack_sequence_ WPF‐6‐oxy‐F,2.159045044237282e-05
HTL_stack_sequence_ NBP-BC,2.1582286322552162e-05
Perovskite_additives_concentrations_3.3 %; nan,2.1574474372158945e-05
ETL_deposition_procedure_Comersial ,2.153793894224966e-05
HTL_stack_sequence_NiMgLiO-c,2.1470633761568672e-05
Perovskite_deposition_solvents_mixing_ratios_94; 6,2.141368593006477e-05
Module_area_total_15.0,2.1355743937379705e-05
Perovskite_deposition_thermal_annealing_temperature_Unknown ,2.1325487580399548e-05
HTL_additives_concentrations_22.5 uL; 15 uL,2.1322002440428783e-05
HTL_deposition_reaction_solutions_concentrations_54 mol%; 30 mg/ml; 334 mol%,2.131715121598859e-05
HTL_stack_sequence_EGO-PPV,2.1306067363277468e-05
Perovskite_deposition_after_treatment_of_formed_perovskite_met_13s,2.129972959616113e-05
HTL_stack_sequence_YC02,2.1290038441408163e-05
HTL_deposition_thermal_annealing_time_10.0,2.125933400669649e-05
Perovskite_additives_concentrations_0.3 wt%,2.1250705383009437e-05
Perovskite_composition_short_form_FAPbBrI,2.125002338088493e-05
HTL_stack_sequence_P3HT; SWCNTs ,2.1215310710624594e-05
Perovskite_deposition_thermal_annealing_time_30.0 ,2.12051091407441e-05
ETL_deposition_solvents_Ethanol ,2.1201214626012264e-05
ETL_stack_sequence_EDTA,2.119350182886167e-05
Perovskite_deposition_procedure_Evaporation,2.1169201320401454e-05
ETL_deposition_procedure_Slot-die coating ,2.115691111492707e-05
Perovskite_additives_concentrations_0.1; 0.075,2.113932876372302e-05
Add_lay_front_function_Light management,2.1126167778107475e-05
Perovskite_composition_a_ions_(ALA); MA,2.110811340208516e-05
ETL_additives_compounds_Acetic Acid,2.10847940043418e-05
ETL_stack_sequence_ ZnO-mp,2.106577390700719e-05
HTL_additives_compounds_FK209; Zn(TFSI)2; TBP,2.106451181996622e-05
Backcontact_deposition_procedure_ Lamination,2.104276586258074e-05
Perovskite_additives_compounds_MAAc,2.101343568158882e-05
Perovskite_additives_concentrations_50 mol%,2.1000627528691756e-05
Substrate_area_6.25,2.098099400055463e-05
Perovskite_additives_compounds_CHP,2.0977796757750162e-05
HTL_stack_sequence_HTM,2.095457018224962e-05
HTL_stack_sequence_BzTA,2.0947969512411916e-05
Perovskite_deposition_thermal_annealing_time_3.0; 10.0,2.09174959404253e-05
HTL_stack_sequence_ PTAA,2.091198572831055e-05
Perovskite_deposition_solvent_annealing_timing_Before,2.0902510147908472e-05
Perovskite_deposition_thermal_annealing_temperature_40; 55; 75; 100,2.0862878596147033e-05
Perovskite_deposition_thermal_annealing_time_10.0 >> 0.17,2.08565845984496e-05
HTL_stack_sequence_MEAI ,2.085337449778319e-05
Perovskite_additives_compounds_HPA,2.0846193072081157e-05
Perovskite_additives_concentrations_150 mol%,2.084050213454719e-05
ETL_stack_sequence_MAI ,2.083650510166398e-05
HTL_stack_sequence_CH3O-PEIA ,2.0811114288545697e-05
HTL_stack_sequence_B58,2.077368113851515e-05
ETL_additives_compounds_Graphene-QDs,2.0766052085004116e-05
Perovskite_additives_concentrations_0.0001,2.0762732642457893e-05
HTL_stack_sequence_Th101,2.07316945673493e-05
Cell_area_total_0.096,2.0717634955397205e-05
ETL_additives_compounds_ Unknown ,2.0647518990995183e-05
min_MB_electonegativity,2.0644302581177064e-05
Perovskite_deposition_synthesis_atmosphere_pressure_partial_1 atm,2.0631676838936405e-05
Perovskite_composition_b_ions_coefficients_0.1; 0.9,2.0612569519696284e-05
Module_number_of_cells_in_module_8,2.0609943397147774e-05
HTL_stack_sequence_Crosslinked TCTA-BVP,2.060878761596505e-05
HTL_stack_sequence_P3DDT,2.0581610482799317e-05
HTL_stack_sequence_DPIE,2.0576953589948847e-05
Perovskite_deposition_thermal_annealing_time_30.0 >> 10.0,2.05672841967874e-05
HTL_stack_sequence_KR355,2.055547149774983e-05
Perovskite_dimension_list_of_layers_ 2.0,2.0544261839428647e-05
ETL_deposition_procedure_Spin-coating >> Solvent annealing,2.0520062291873608e-05
Perovskite_deposition_thermal_annealing_time_0.05,2.0510800594600307e-05
Substrate_stack_sequence_PI,2.050054956704504e-05
Perovskite_deposition_solvents_mixing_ratios_8.8; 1,2.0494665304062364e-05
Perovskite_deposition_thermal_annealing_time_2.0; 25.0,2.0494512506229866e-05
HTL_stack_sequence_BDT-4MeOTPA,2.0476819413525234e-05
ETL_additives_compounds_CF4,2.0455118289387898e-05
Perovskite_storage_relative_humidity_40.0,2.041221055077532e-05
Perovskite_deposition_thermal_annealing_temperature_80; 90; 100; 110,2.0406214565898897e-05
Perovskite_pl_max_794.8,2.040328821907608e-05
Perovskite_additives_concentrations_0.333; 0.009,2.0402559782810446e-05
HTL_stack_sequence_DIB; SeS2,2.0359814759135985e-05
Perovskite_deposition_thermal_annealing_time_15.0; 5.0,2.0354368557845266e-05
HTL_stack_sequence_TBP,2.0342521771609005e-05
HTL_stack_sequence_HB-Cz,2.0339200408717294e-05
Cell_semitransparent_wavelength_range_800; 1200,2.0316959983964066e-05
Perovskite_deposition_thermal_annealing_time_5.0; 5.0 >> 5.0; 5.0,2.030503101741942e-05
Perovskite_deposition_synthesis_atmosphere_Air >> Air >> Air,2.0255862119053083e-05
Perovskite_deposition_solvents_mixing_ratios_1 ,2.0238098585341694e-05
Perovskite_deposition_solvents_mixing_ratios_1; 19 >> 1,2.0194347643139722e-05
Perovskite_additives_compounds_K,2.016642732263821e-05
min_Mulliken_EN,2.0152938444200292e-05
Perovskite_deposition_thermal_annealing_temperature_Unknown >> 60.0,2.0105506218073703e-05
ETL_stack_sequence_f-C70,2.005157424471416e-05
Backcontact_stack_sequence_AZO-c,2.00210979077522e-05
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 70.0; 90,2.0008796858296327e-05
Perovskite_additives_compounds_Citric acid; Cl,2.0006524008466085e-05
Perovskite_deposition_thermal_annealing_time_5.0 >> 25.0,1.999612774092347e-05
Perovskite_additives_compounds_DCL97,1.9994889205612e-05
HTL_deposition_thermal_annealing_temperature_25,1.9947288189616557e-05
ETL_stack_sequence_ Ba(OH)2,1.9940739270864915e-05
Encapsulation_edge_sealing_materials_SLG,1.9936740478942398e-05
HTL_stack_sequence_CZTPA-1,1.9905390682228278e-05
ETL_deposition_reaction_solutions_compounds_Titanium diisopropoxide bis(acetylacetonate),1.9902753342367604e-05
ETL_stack_sequence_ Graphene; SrTiO3,1.9877371710080216e-05
Perovskite_deposition_synthesis_atmosphere_Air >> Air; MACl,1.9866994970228206e-05
Perovskite_additives_concentrations_0.4,1.9857291493206773e-05
Perovskite_band_gap_1.47,1.9818802083726902e-05
HTL_stack_sequence_styryl-functionalized GO,1.9797845587929355e-05
max_Cohesive_energy,1.9793149722193704e-05
ETL_deposition_procedure_Spin-coating >> CBD ,1.9772415073554036e-05
Backcontact_deposition_procedure_ Unknown,1.973510990199366e-05
Perovskite_deposition_thermal_annealing_temperature_20; 100,1.9722810371428583e-05
ETL_stack_sequence_ P3HT; PCBM-60,1.9721610290070893e-05
HTL_additives_concentrations_1 vol%; nan; nan,1.9708880925695422e-05
Backcontact_stack_sequence_P3HT ,1.9680667029499924e-05
HTL_additives_compounds_Co3f; Li-TFSI; TBP,1.9675582542380162e-05
Perovskite_band_gap_estimation_basis_Absorption,1.964905590784156e-05
Perovskite_additives_compounds_RbI,1.964883918026892e-05
Perovskite_pl_max_894.0,1.964283822712273e-05
ETL_stack_sequence_PCPDT-PDI,1.9624246291133142e-05
HTL_stack_sequence_Carbon,1.962290551769885e-05
ETL_deposition_reaction_solutions_volumes_Unknown,1.9508292092063197e-05
min_Pauling_Electronegativity,1.948499932408868e-05
Perovskite_additives_compounds_ABS,1.9460492115832897e-05
HTL_stack_sequence_Ag:CuO-nanofibers ,1.9459823503165573e-05
Perovskite_additives_concentrations_0.1; 0.1,1.9422488953812932e-05
Perovskite_additives_compounds_Cl; MDACl2,1.9417003538753618e-05
ETL_additives_compounds_TOPD,1.940704414935328e-05
ETL_stack_sequence_PCBM-62,1.93995640801767e-05
Module_number_of_cells_in_module_3,1.9398323713953703e-05
HTL_stack_sequence_SY3,1.936438970184685e-05
Perovskite_deposition_procedure_Spin-coating >> CBD >> CBD,1.9338379445058195e-05
Perovskite_deposition_thermal_annealing_temperature_90 >> 90,1.930501652627664e-05
Perovskite_deposition_thermal_annealing_temperature_50; 100 >> 50; 100,1.9296166766391294e-05
ETL_stack_sequence_SnO2-c; SWCNTs,1.9295647884023734e-05
Perovskite_deposition_solvents_mixing_ratios_7; 3; 4,1.928665000964188e-05
HTL_additives_concentrations_0.01 %; nan,1.9238728919657843e-05
Perovskite_deposition_solvent_annealing_time_10.0,1.9234984378044863e-05
Perovskite_additives_concentrations_10 wt%,1.9226003592281422e-05
Perovskite_additives_compounds_CuCl2,1.920288674477116e-05
ETL_stack_sequence_ AZO ,1.91957096689895e-05
Perovskite_band_gap_2.8,1.9166951641892563e-05
ETL_stack_sequence_ NiO-np,1.9163688147288545e-05
Perovskite_deposition_solvents_DMF; NNP,1.9139212751048946e-05
HTL_stack_sequence_CuOx,1.913669283452896e-05
Perovskite_deposition_solvents_mixing_ratios_1 >> 2; 98,1.9130467116079447e-05
HTL_stack_sequence_ MoS2,1.9110219919357957e-05
Perovskite_deposition_thermal_annealing_temperature_155.0,1.9106463365911816e-05
Backcontact_stack_sequence_Ba ,1.9084879346160468e-05
Perovskite_pl_max_715.0,1.9051285382934604e-05
Substrate_stack_sequence_ Ag-grid,1.9028052018986352e-05
Perovskite_deposition_synthesis_atmosphere_Vacuum >> MAI; Vacuum,1.9027322670647227e-05
ETL_stack_sequence_EVA ,1.9014638644317983e-05
Perovskite_additives_concentrations_nan; 0.015,1.9009354085959992e-05
Perovskite_storage_atmosphere_Ar,1.900221792306549e-05
Perovskite_additives_compounds_H2O; Ti3C2Tx,1.8987568288361156e-05
Perovskite_deposition_thermal_annealing_temperature_120.0 >> 150.0,1.8881467472328372e-05
Perovskite_deposition_solvent_annealing_solvent_atmosphere_Diethylenetriamine,1.885233295733543e-05
HTL_stack_sequence_pp-TPE-4DPA,1.884907890921807e-05
Backcontact_deposition_synthesis_atmosphere_pressure_total_0.006 Torr,1.884879751193123e-05
ETL_stack_sequence_C60-SAM,1.88337832319743e-05
Perovskite_deposition_thermal_annealing_temperature_25,1.882465199368947e-05
HTL_additives_compounds_Glucose; Graphene oxide,1.881403519072878e-05
Perovskite_deposition_thermal_annealing_temperature_220; 105,1.879239580009217e-05
Perovskite_deposition_solvents_mixing_ratios_9; 8,1.8761421298968543e-05
Perovskite_composition_c_ions_coefficients_0.2; 2.8,1.8757871929053844e-05
Perovskite_deposition_thermal_annealing_time_1.0; 30.0,1.874285758762429e-05
Perovskite_additives_compounds_CsI,1.8731284950427275e-05
Perovskite_additives_concentrations_0.24 mg/ml; nan,1.8718907031613588e-05
Perovskite_additives_compounds_Cl; Formamide; Guadinium,1.8705723902286904e-05
Perovskite_deposition_after_treatment_of_formed_perovskite_Poling,1.8702037002971838e-05
Perovskite_deposition_solvents_mixing_ratios_2; 7,1.869218299638337e-05
Perovskite_deposition_thermal_annealing_temperature_Unknown >> Unknown >> 100.0,1.8691350640692572e-05
HTL_additives_compounds_ D-sorbitol,1.8659940292271863e-05
ETL_additives_concentrations_0.07,1.8630664104716565e-05
Encapsulation_stack_sequence_Al2O3,1.862821222149422e-05
Backcontact_stack_sequence_ Ni ,1.8626754635565226e-05
HTL_stack_sequence_Polymer3,1.8625232738057097e-05
HTL_stack_sequence_ NP-BC,1.8620663286166705e-05
